,irs3m,irs6m,irs9m,irs1yr,irs2yr,irs3yr,irs4yr,irs5yr,irs7yr,irs10yr,overnight,fed,us10yr,tiie28,mxn,g1yr,g2yr,g3yr,g5yr,g10yr,g20yr,g30yr
,MPSWC BGN Curncy,MPSWF BGN Curncy,MPSWI BGN Curncy,MPSW1A BGN Curncy,MPSW2B BGN Curncy,MPSW3C BGN Curncy,MPSW4D BGN Curncy,MPSW5E BGN Curncy,MPSW7G BGN Curncy,MPSW10K BGN Curncy,MXONBR Index,FDTR Index,USGG10YR Index,MXIBTIIE Index,MXN Curncy,GMXN01YR Index,GMXN02YR Index,GMXN03YR Index,GMXN05YR Index,GMXN10YR Index,GMXN20YR Index,GMXN30YR Index
,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?
Dates,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
#¿NOMBRE?,4.97,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?
04/09/2019,8.0950,7.8800,7.6900,7.4550,6.9550,6.7400,6.6800,6.6700,6.7200,6.8400,8.0000,2.2500,1.4657,8.2350,19.7208,7.7960,7.3420,6.9420,6.8720,6.9630,7.3350,7.4110
05/09/2019,8.1000,7.8900,7.7100,7.4900,7.0000,6.7850,6.7300,6.7150,6.7750,6.9000,8.0000,2.2500,1.5586,8.2230,19.7377,7.7940,7.3430,7.0060,6.9140,7.0170,7.3610,7.4530
06/09/2019,8.0700,7.8550,7.6700,7.4350,6.9400,6.7300,6.6700,6.6600,6.7200,6.8450,8.0000,2.2500,1.5602,8.2225,19.5324,7.8340,7.3170,6.9720,6.8540,6.9760,7.3450,7.4260
09/09/2019,8.0650,7.8550,7.6700,7.4450,6.9550,6.7500,6.6900,6.6800,6.7400,6.8700,8.0000,2.2500,1.6438,8.2225,19.5727,7.8350,7.1250,6.9920,6.8860,7.0180,7.3730,7.4690
10/09/2019,8.0650,7.8600,7.6800,7.4650,7.0050,6.8050,6.7550,6.7550,6.8300,6.9700,8.0000,2.2500,1.7316,8.2175,19.4951,7.8330,7.2950,7.0550,6.9860,7.1070,7.5130,7.6050
11/09/2019,8.0550,7.8450,7.6600,7.4400,6.9900,6.8000,6.7700,6.8000,6.8500,7.0050,8.0000,2.2500,1.7385,8.2100,19.5094,7.8290,7.2560,7.0570,7.0290,7.1980,7.5810,7.6620
12/09/2019,8.0550,7.8300,7.6350,7.4200,6.9850,6.8000,6.7550,6.7600,6.8300,6.9900,8.0000,2.2500,1.7715,8.2070,19.4275,7.7690,7.2080,6.9990,7.0030,7.1910,7.5550,7.6120
13/09/2019,8.0300,7.8200,7.6150,7.4050,6.9975,6.8300,6.8150,6.8250,6.9050,7.0700,8.0000,2.2500,1.8958,8.2000,19.4062,7.7510,7.2310,7.0520,7.0680,7.2560,7.6000,7.6840
16/09/2019,8.0300,7.8200,7.6200,7.4000,7.0000,6.8300,6.8300,6.8300,6.9050,7.0800,8.0000,2.2500,1.8467,8.2000,19.4403,7.7510,7.2310,7.0520,7.0680,7.2560,7.6000,7.6840
17/09/2019,8.0100,7.7800,7.5700,7.3400,6.9300,6.7750,6.7550,6.7650,6.8500,7.0250,8.0000,2.2500,1.8013,8.1985,19.3622,7.7440,7.1900,7.0240,7.0220,7.2170,7.5650,7.6350
18/09/2019,8.0000,7.7650,7.5500,7.3250,6.9050,6.7400,6.7250,6.7300,6.8050,6.9700,8.0000,2.0000,1.7961,8.1950,19.3973,7.7470,7.1880,6.9510,6.9730,7.1840,7.5220,7.5690
19/09/2019,7.9850,7.7200,7.5000,7.2450,6.7950,6.6350,6.6050,6.6050,6.6750,6.8450,8.0000,2.0000,1.7840,8.1900,19.4554,7.7120,7.0790,6.8510,6.8230,7.0990,7.4280,7.4740
20/09/2019,7.9150,7.6550,7.4400,7.2050,6.7450,6.5850,6.5500,6.5600,6.6400,6.7900,8.0000,2.0000,1.7215,8.1850,19.4470,7.6670,7.0840,6.7980,6.7650,6.9900,7.3570,7.4060
23/09/2019,7.8950,7.6100,7.3850,7.1300,6.6800,6.5200,6.4900,6.5000,6.5750,6.7350,8.0000,2.0000,1.7267,8.1825,19.4803,7.4010,7.0000,6.7800,6.6940,6.9140,7.3080,7.3540
24/09/2019,7.9150,7.6250,7.3950,7.1400,6.6950,6.5400,6.5100,6.5150,6.6050,6.7550,8.0000,2.0000,1.6456,8.1675,19.4459,7.4300,7.0310,6.7360,6.7110,6.9200,7.3200,7.3930
25/09/2019,7.9050,7.6200,7.3900,7.1500,6.7000,6.5400,6.5100,6.5100,6.6000,6.7500,8.0000,2.0000,1.7372,8.1625,19.5656,7.4490,7.0140,6.7250,6.7020,6.9080,7.2970,7.3670
26/09/2019,7.8850,7.5400,7.3000,7.0000,6.5500,6.4000,6.3800,6.3750,6.4700,6.6500,7.7500,2.0000,1.6921,8.1312,19.6713,7.5870,6.8400,6.6450,6.6640,6.8360,7.2480,7.3150
27/09/2019,7.8800,7.5500,7.3150,7.0400,6.6150,6.4750,6.4700,6.4900,6.6000,6.7750,7.7500,2.0000,1.6801,8.0400,19.6916,7.5260,6.8240,6.7140,6.7020,6.9050,7.2820,7.3740
30/09/2019,7.8950,7.5750,7.3550,7.0850,6.6550,6.5200,6.5050,6.5300,6.6300,6.8000,7.7500,2.0000,1.6646,8.0275,19.7344,7.5570,6.7510,6.6840,6.7170,6.8920,7.2820,7.3650
01/10/2019,7.8900,7.5900,7.3700,7.1100,6.6950,6.5650,6.5500,6.5750,6.6700,6.8350,7.7500,2.0000,1.6353,8.0150,19.8247,7.5870,6.8410,6.7420,6.7500,6.9260,7.2940,7.3740
02/10/2019,7.8800,7.5800,7.3450,7.0800,6.6500,6.5200,6.5050,6.5300,6.6250,6.7850,7.7500,2.0000,1.5992,8.0150,19.7946,7.6130,6.8270,6.7170,6.7100,6.8640,7.2380,7.3140
03/10/2019,7.8700,7.5550,7.3000,7.0200,6.5400,6.4050,6.3900,6.4050,6.4900,6.6300,7.7500,2.0000,1.5341,8.0075,19.6539,7.5350,6.7740,6.6610,6.6080,6.7440,7.1060,7.1840
04/10/2019,7.8700,7.5700,7.3150,7.0450,6.5750,6.4450,6.4250,6.4450,6.5350,6.6750,7.7500,2.0000,1.5290,8.0050,19.5147,7.5580,6.7890,6.6660,6.6420,6.7590,7.1060,7.1950
07/10/2019,7.8850,7.5850,7.3300,7.0700,6.6250,6.4900,6.4800,6.5000,6.5850,6.7250,7.7500,2.0000,1.5580,8.0025,19.5751,7.5820,6.9140,6.6950,6.6780,6.7960,7.1340,7.2340
08/10/2019,7.8750,7.5800,7.3300,7.0700,6.6100,6.4750,6.4600,6.4800,6.5600,6.6950,7.7500,2.0000,1.5289,8.0012,19.6261,7.5760,6.9100,6.6610,6.6580,6.7760,7.1060,7.1900
09/10/2019,7.8650,7.5700,7.3050,7.0600,6.5850,6.4400,6.4200,6.4350,6.5100,6.6400,7.7500,2.0000,1.5836,8.0050,19.5706,7.5780,6.8320,6.6400,6.6280,6.7380,7.0590,7.1310
10/10/2019,7.8700,7.5800,7.3200,7.0750,6.6150,6.4750,6.4550,6.4700,6.5450,6.6800,7.7500,2.0000,1.6681,8.0050,19.4495,7.5620,6.8020,6.6530,6.6580,6.7650,7.1090,7.1740
11/10/2019,7.8750,7.5950,7.3350,7.0900,6.6450,6.5000,6.4750,6.4900,6.5650,6.7050,7.7500,2.0000,1.7290,8.0025,19.3206,7.6220,6.7990,6.6720,6.6770,6.7720,7.0950,7.1490
14/10/2019,7.8750,7.5950,7.3350,7.0900,6.6400,6.5000,6.4800,6.4950,6.5750,6.7000,7.7500,2.0000,1.7290,7.9987,19.2715,7.6420,6.8210,6.6990,6.6680,6.7600,7.0740,7.1410
15/10/2019,7.8650,7.5900,7.3400,7.1050,6.6550,6.5250,6.5050,6.5200,6.6000,6.7400,7.7500,2.0000,1.7710,7.9975,19.2406,7.6560,6.8090,6.6920,6.7180,6.8090,7.1150,7.1840
16/10/2019,7.8600,7.5650,7.3100,7.0600,6.6200,6.5000,6.4800,6.5000,6.5900,6.7350,7.7500,2.0000,1.7395,7.9975,19.2010,7.6800,6.7890,6.6870,6.7730,6.8230,7.1220,7.1820
17/10/2019,7.8350,7.5350,7.2750,7.0300,6.5950,6.4850,6.4850,6.5050,6.6050,6.7600,7.7500,2.0000,1.7518,7.9950,19.1977,7.5800,6.7690,6.6960,6.7870,6.8790,7.1400,7.2170
18/10/2019,7.7600,7.4650,7.2050,6.9600,6.5250,6.4200,6.4200,6.4500,6.5550,6.7200,7.7500,2.0000,1.7536,7.9962,19.0997,7.5510,6.7430,6.6450,6.7070,6.8240,7.1160,7.1900
21/10/2019,7.7650,7.4750,7.2250,6.9800,6.5600,6.4500,6.4500,6.4750,6.5850,6.7550,7.7500,2.0000,1.7993,7.9931,19.1270,7.6380,6.7020,6.6660,6.7570,6.8710,7.1450,7.2340
22/10/2019,7.7700,7.4750,7.2350,7.0000,6.5750,6.4650,6.4750,6.4950,6.6150,6.7850,7.7500,2.0000,1.7607,7.9975,19.1475,7.6330,6.7480,6.6620,6.7430,6.8870,7.1670,7.2460
23/10/2019,7.7650,7.4650,7.2150,6.9750,6.5500,6.4400,6.4450,6.4750,6.5950,6.7700,7.7500,2.0000,1.7642,7.9935,19.1160,7.6650,6.6780,6.6470,6.7230,6.8770,7.1690,7.2400
24/10/2019,7.7230,7.4150,7.1550,6.9050,6.4800,6.3750,6.3850,6.4200,6.5500,6.7400,7.7500,2.0000,1.7660,7.9915,19.1357,7.6100,6.6230,6.6030,6.6870,6.8320,7.1290,7.1990
25/10/2019,7.6500,7.3850,7.1550,6.9200,6.5100,6.3950,6.4000,6.4350,6.5650,6.7550,7.7500,2.0000,1.7943,7.9857,19.0627,7.5960,6.6280,6.5890,6.6790,6.8600,7.1670,7.2510
28/10/2019,7.6650,7.4050,7.1800,6.9500,6.5400,6.4350,6.4400,6.4750,6.6100,6.8000,7.7500,2.0000,1.8420,7.9850,19.1194,7.5930,6.7290,6.5920,6.7760,6.8900,7.2050,7.2890
29/10/2019,7.6600,7.3950,7.1600,6.9200,6.5200,6.4100,6.4170,6.4400,6.5700,6.7550,7.7500,2.0000,1.8385,7.9800,19.1178,7.5570,6.6660,6.5890,6.7000,6.8650,7.1760,7.2520
30/10/2019,7.6600,7.3900,7.1350,6.8900,6.4700,6.3550,6.3500,6.3800,6.5100,6.6900,7.7500,1.7500,1.7715,7.9705,19.0825,7.4800,6.8210,6.5510,6.6760,6.8170,7.1260,7.2030
31/10/2019,7.6500,7.3750,7.1150,6.8550,6.4200,6.3050,6.2850,6.3100,6.4400,6.6200,7.7500,1.7500,1.6910,7.9625,19.2332,7.4200,6.7850,6.5030,6.6010,6.7740,7.0850,7.1620
01/11/2019,7.6500,7.3750,7.1200,6.8700,6.4350,6.3050,6.2950,6.3200,6.4450,6.6300,7.7500,1.7500,1.7103,7.9600,19.1240,7.4580,6.7910,6.5130,6.6240,6.7870,7.0980,7.1810
04/11/2019,7.6500,7.3800,7.1300,6.8850,6.4700,6.3400,6.3400,6.3700,6.5000,6.6800,7.7500,1.7500,1.7770,7.9550,19.1715,7.4820,6.8430,6.7250,6.6720,6.8220,7.1310,7.2150
05/11/2019,7.6500,7.3800,7.1400,6.9050,6.4950,6.3750,6.3750,6.4050,6.5350,6.7250,7.7500,1.7500,1.8584,7.9525,19.1891,7.4970,6.8030,6.6170,6.7100,6.8420,7.1690,7.2400
06/11/2019,7.6350,7.3400,7.0900,6.8400,6.4150,6.2950,6.2950,6.3250,6.4550,6.6450,7.7500,1.7500,1.8283,7.9470,19.1451,7.4410,6.7960,6.7240,6.6240,6.7880,7.1340,7.1960
07/11/2019,7.6550,7.3650,7.1150,6.8700,6.4600,6.3550,6.3700,6.4100,6.5450,6.7400,7.7500,1.7500,1.9173,7.9450,19.1337,6.6150,6.5620,6.5900,6.6900,6.8450,7.1950,7.2720
08/11/2019,7.6500,7.3600,7.1150,6.8750,6.4800,6.3800,6.3950,6.4400,6.5750,6.7700,7.7500,1.7500,1.9417,7.9450,19.1010,6.5990,6.6080,6.6110,6.7270,6.8800,7.2340,7.3090
11/11/2019,7.6500,7.3650,7.1150,6.8750,6.4850,6.3850,6.3950,6.4400,6.5750,6.7750,7.7500,1.7500,1.9417,7.9412,19.1129,6.5820,6.6270,6.6080,6.7260,6.8870,7.2600,7.3180
12/11/2019,7.6450,7.3850,7.1550,6.9250,6.5950,6.5250,6.5550,6.6150,6.7600,6.9600,7.7500,1.7500,1.9347,7.9325,19.3169,6.6220,6.6250,6.6330,6.7820,6.9670,7.3480,7.4080
13/11/2019,7.6350,7.3600,7.1300,6.9000,6.5800,6.5200,6.5600,6.6200,6.7500,6.9350,7.7500,1.7500,1.8860,7.9212,19.3564,6.6860,6.6640,6.6820,6.8410,7.0020,7.3910,7.4510
14/11/2019,7.6700,7.3950,7.1650,6.9450,6.5950,6.5200,6.5450,6.5850,6.7050,6.8800,7.5000,1.7500,1.8186,7.8913,19.3217,6.6650,6.6160,6.6700,6.8080,6.9810,7.3420,7.3920
15/11/2019,7.6400,7.3650,7.1450,6.9250,6.5550,6.4700,6.4800,6.5150,6.6300,6.7950,7.5000,1.7500,1.8308,7.8025,19.1790,6.6560,6.6160,6.6590,6.7570,6.9140,7.2560,7.3080
18/11/2019,7.6400,7.3700,7.1450,6.9250,6.5500,6.4700,6.4800,6.5150,6.6300,6.8000,7.5000,1.7500,1.8153,7.8025,19.3130,6.6560,6.6160,6.6590,6.7570,6.9140,7.2560,7.3080
19/11/2019,7.6600,7.4100,7.2000,6.9950,6.6450,6.5650,6.5800,6.6150,6.7300,6.9050,7.5000,1.7500,1.7826,7.7950,19.3440,6.7000,6.6990,6.7350,6.8450,6.9790,7.3010,7.3520
20/11/2019,7.6650,7.4400,7.2400,7.0400,6.7100,6.6300,6.6400,6.6700,6.7750,6.9350,7.5000,1.7500,1.7449,7.7925,19.4634,6.7440,6.7480,6.7830,6.9010,7.0630,7.3550,7.4170
21/11/2019,7.6250,7.4050,7.2050,7.0150,6.6900,6.6050,6.6100,6.6350,6.7250,6.8800,7.5000,1.7500,1.7723,7.7900,19.3840,6.7530,6.7420,6.7890,6.8740,7.0470,7.3170,7.3740
22/11/2019,7.5950,7.4000,7.2100,7.0300,6.7050,6.6050,6.6100,6.6250,6.7150,6.8700,7.5000,1.7500,1.7706,7.7875,19.3761,6.7910,6.7450,6.7880,6.8810,7.0500,7.3220,7.3600
25/11/2019,7.6000,7.4300,7.2500,7.0700,6.7400,6.6400,6.6450,6.6650,6.7400,6.8850,7.5000,1.7500,1.7551,7.7837,19.4447,6.8780,6.7680,6.8120,6.9260,7.0810,7.3300,7.3740
26/11/2019,7.6050,7.4600,7.3000,7.1300,6.8150,6.7100,6.7100,6.7300,6.8000,6.9400,7.5000,1.7500,1.7414,7.7850,19.5191,6.9510,6.8500,6.8660,7.0180,7.1350,7.3610,7.4200
27/11/2019,7.5850,7.4300,7.2550,7.0900,6.7900,6.6850,6.6850,6.7050,6.7750,6.9150,7.5000,1.7500,1.7654,7.7825,19.5270,6.9670,6.8520,6.8730,7.0080,7.1120,7.3320,7.3730
28/11/2019,7.5850,7.4300,7.2550,7.0900,6.7900,6.6850,6.6850,6.7050,6.7750,6.9150,7.5000,1.7500,1.7654,7.7812,19.4715,6.9820,6.7970,6.8630,6.9870,7.1060,7.3310,7.3810
29/11/2019,7.5900,7.4400,7.2700,7.0950,6.7950,6.7000,6.7000,6.7200,6.7900,6.9300,7.5000,1.7500,1.7758,7.7804,19.5302,6.9320,6.7850,6.8570,6.9770,7.0960,7.3130,7.3570
02/12/2019,7.6050,7.4500,7.2900,7.1200,6.8300,6.7400,6.7450,6.7700,6.8450,6.9850,7.5000,1.7500,1.8189,7.7802,19.5770,6.9450,6.8320,6.8960,7.0220,7.1510,7.3760,7.4260
03/12/2019,7.6000,7.4400,7.2700,7.0900,6.7900,6.7050,6.7100,6.7350,6.8200,6.9550,7.5000,1.7500,1.7157,7.7801,19.5565,6.8990,6.8740,6.9020,7.0080,7.1670,7.3580,7.4060
04/12/2019,7.5900,7.4200,7.2450,7.0550,6.7450,6.6600,6.6650,6.6850,6.7650,6.9000,7.5000,1.7500,1.7740,7.7750,19.4345,6.8870,6.8570,6.8810,6.9780,7.1170,7.3400,7.3730
05/12/2019,7.5950,7.4100,7.2250,7.0250,6.7050,6.6250,6.6300,6.6500,6.7300,6.8700,7.5000,1.7500,1.8103,7.7725,19.3619,6.8860,6.8420,6.8620,6.9460,7.0930,7.3010,7.3320
06/12/2019,7.5900,7.3900,7.2000,7.0000,6.6700,6.5850,6.5950,6.6200,6.7000,6.8400,7.5000,1.7500,1.8363,7.7710,19.3063,6.8500,6.8150,6.8230,6.8960,7.0090,7.2430,7.2690
09/12/2019,7.5600,7.3500,7.1500,6.9350,6.5850,6.4950,6.5000,6.5200,6.6100,6.7500,7.5000,1.7500,1.8190,7.7460,19.2319,6.7930,6.7510,6.7590,6.8130,6.9160,7.1460,7.2090
10/12/2019,7.5650,7.3650,7.1700,6.9550,6.6000,6.5100,6.5100,6.5400,6.6300,6.7750,7.5000,1.7500,1.8416,7.7500,19.2564,6.7710,6.7450,6.7770,6.8060,6.9310,7.1750,7.2320
11/12/2019,7.5550,7.3500,7.1550,6.9400,6.5750,6.4750,6.4750,6.5000,6.5900,6.7400,7.5000,1.7500,1.7914,7.7425,19.1176,6.7320,6.7320,6.7240,6.7670,6.9030,7.1600,7.1920
12/12/2019,7.5550,7.3550,7.1550,6.9400,6.5750,6.4750,6.4750,6.5000,6.5950,6.7400,7.5000,1.7500,1.8922,7.7425,19.0597,6.7320,6.7320,6.7240,6.7670,6.9030,7.1600,7.1920
13/12/2019,7.5350,7.3300,7.1250,6.9050,6.5450,6.4450,6.4450,6.4750,6.5750,6.7250,7.5000,1.7500,1.8226,7.7412,19.0407,6.6540,6.7040,6.6860,6.7090,6.8530,7.1170,7.1580
16/12/2019,7.5350,7.3200,7.1100,6.8900,6.5200,6.4150,6.4250,6.4600,6.5700,6.7150,7.5000,1.7500,1.8713,7.7401,18.9323,6.6590,6.6760,6.6540,6.6820,6.8480,7.1250,7.1440
17/12/2019,7.5350,7.3250,7.1200,6.9100,6.5450,6.4400,6.4500,6.4800,6.5950,6.7450,7.5000,1.7500,1.8801,7.7300,18.9283,6.6550,6.6730,6.6650,6.6980,6.8570,7.1430,7.2070
18/12/2019,7.5350,7.3250,7.1300,6.9200,6.5600,6.4550,6.4600,6.4950,6.6100,6.7550,7.5000,1.7500,1.9169,7.7200,18.9651,6.6500,6.6630,6.6710,6.6910,6.8300,7.1200,7.1940
19/12/2019,7.5500,7.3850,7.2150,7.0350,6.7100,6.6050,6.6100,6.6350,6.7400,6.8800,7.2500,1.7500,1.9204,7.7095,18.9174,6.6930,6.7260,6.6950,6.7600,6.9210,7.2050,7.2900
20/12/2019,7.4800,7.3500,7.2100,7.0550,6.7650,6.6700,6.6700,6.6950,6.7850,6.9100,7.2500,1.7500,1.9171,7.5800,18.9323,6.7980,6.7830,6.8060,6.8450,6.9570,7.2180,7.2800
23/12/2019,7.4650,7.3350,7.1950,7.0300,6.7300,6.6400,6.6400,6.6600,6.7450,6.8700,7.2500,1.7500,1.9294,7.5675,18.9448,6.7890,6.7810,6.8010,6.8390,6.9340,7.2330,7.2800
24/12/2019,7.4600,7.3400,7.1900,7.0200,6.7200,6.6150,6.6200,6.6450,6.7350,6.8550,7.2500,1.7500,1.8996,7.5650,18.9718,6.7750,6.7790,6.8070,6.8290,6.9380,7.2150,7.2830
25/12/2019,7.4700,7.3400,7.1900,7.0250,6.7150,6.6250,6.6250,6.6450,6.7350,6.8550,7.2500,1.7500,1.8996,7.5650,18.9666,6.7750,6.7790,6.8070,6.8290,6.9380,7.2150,7.2830
26/12/2019,7.4700,7.3400,7.1750,7.0100,6.7000,6.5900,6.6000,6.6150,6.7100,6.8300,7.2500,1.7500,1.8944,7.5625,18.9423,6.7660,6.7590,6.7920,6.7970,6.9170,7.1920,7.2630
27/12/2019,7.4650,7.2900,7.1350,6.9850,6.6700,6.5700,6.5700,6.5950,6.6800,6.7950,7.2500,1.7500,1.8752,7.5615,18.8492,6.7370,6.7430,6.7660,6.7670,6.8910,7.1660,7.2370
30/12/2019,7.4700,7.2950,7.1350,6.9900,6.6750,6.5800,6.5800,6.6100,6.7000,6.8150,7.2500,1.7500,1.8788,7.5555,18.9303,6.7630,6.7330,6.7780,6.7770,6.8900,7.1380,7.2160
31/12/2019,7.4700,7.3000,7.1400,6.9900,6.6700,6.5800,6.5800,6.6100,6.7000,6.8100,7.2500,1.7500,1.9175,7.5550,18.9265,6.8050,6.7350,6.7830,6.7850,6.9100,7.1830,7.2460
01/01/2020,7.4700,7.2950,7.1350,6.9900,6.6650,6.5800,6.5750,6.6100,6.7100,6.8150,7.2500,1.7500,1.9175,7.5550,18.9028,6.8050,6.7350,6.7830,6.7850,6.9100,7.1830,7.2460
02/01/2020,7.4650,7.2900,7.1250,6.9650,6.6450,6.5450,6.5450,6.5700,6.6700,6.7900,7.2500,1.7500,1.8771,7.5525,18.8382,6.7680,6.7320,6.7580,6.7620,6.8650,7.1390,7.1930
03/01/2020,7.4650,7.2850,7.1200,6.9600,6.6550,6.5550,6.5550,6.5750,6.6700,6.7950,7.2500,1.7500,1.7881,7.5495,18.9096,6.7430,6.7310,6.7530,6.7320,6.8270,7.1130,7.1710
06/01/2020,7.4600,7.2900,7.1200,6.9600,6.6550,6.5500,6.5450,6.5700,6.6600,6.7800,7.2500,1.7500,1.8090,7.5475,18.8418,6.7560,6.7340,6.7720,6.7410,6.8230,7.1230,7.1610
07/01/2020,7.4700,7.3000,7.1450,6.9950,6.7000,6.5950,6.5900,6.6050,6.6950,6.8150,7.2500,1.7500,1.8177,7.5450,18.8962,6.7990,6.7820,6.8170,6.7950,6.8920,7.1380,7.1840
08/01/2020,7.4650,7.2900,7.1450,6.9900,6.7050,6.6000,6.5950,6.6100,6.7000,6.8200,7.2500,1.7500,1.8738,7.5425,18.8152,6.8060,6.7620,6.8180,6.8030,6.8720,7.1320,7.1720
09/01/2020,7.4650,7.3000,7.1550,7.0100,6.7300,6.6250,6.6250,6.6400,6.7300,6.8500,7.2500,1.7500,1.8545,7.5425,18.8386,6.8230,6.7970,6.8240,6.8280,6.9100,7.1400,7.1850
10/01/2020,7.4600,7.2800,7.1300,6.9800,6.6900,6.5800,6.5750,6.5800,6.6700,6.7950,7.2500,1.7500,1.8196,7.5402,18.7952,6.7920,6.7740,6.7830,6.7940,6.8760,7.0780,7.1240
13/01/2020,7.4550,7.2800,7.1350,6.9950,6.7150,6.6150,6.6050,6.6250,6.7150,6.8400,7.2500,1.7500,1.8459,7.5381,18.7978,6.7900,6.7680,6.7950,6.7730,6.8540,7.1190,7.1860
14/01/2020,7.4300,7.2550,7.1050,6.9650,6.6700,6.5750,6.5650,6.5850,6.6650,6.7900,7.2500,1.7500,1.8109,7.5375,18.7822,6.7470,6.7320,6.7740,6.7580,6.8630,7.0980,7.1640
15/01/2020,7.4250,7.2350,7.0950,6.9450,6.6450,6.5400,6.5300,6.5450,6.6400,6.7650,7.2500,1.7500,1.7830,7.5300,18.7920,6.7480,6.7450,6.7650,6.7530,6.8490,7.1000,7.1460
16/01/2020,7.4200,7.2350,7.1000,6.9800,6.6850,6.5850,6.5750,6.5900,6.6800,6.8000,7.2500,1.7500,1.8074,7.5250,18.7838,6.7560,6.7500,6.7730,6.7700,6.8650,7.1310,7.1800
17/01/2020,7.3800,7.2200,7.1000,6.9800,6.7050,6.6100,6.6000,6.6150,6.7075,6.8300,7.2500,1.7500,1.8215,7.5300,18.6607,6.7390,6.7470,6.7630,6.7720,6.8560,7.1060,7.1650
20/01/2020,7.3800,7.2200,7.1000,6.9850,6.7050,6.6050,6.5950,6.6150,6.7050,6.8260,7.2500,1.7500,1.8215,7.5250,18.6636,6.7410,6.7370,6.7620,6.7700,6.8590,7.1240,7.1520
21/01/2020,7.3950,7.2350,7.1250,7.0150,6.7600,6.6650,6.6550,6.6700,6.7600,6.8850,7.2500,1.7500,1.7743,7.5225,18.7734,6.7720,6.7640,6.7950,6.8080,6.8860,7.1540,7.2020
22/01/2020,7.3850,7.2175,7.0950,6.9750,6.7150,6.6150,6.6050,6.6150,6.7000,6.8200,7.2500,1.7500,1.7691,7.5215,18.6887,6.7260,6.7280,6.8030,6.7660,6.8750,7.1130,7.1710
23/01/2020,7.3800,7.2150,7.0850,6.9650,6.6900,6.5900,6.5750,6.5850,6.6600,6.7850,7.2500,1.7500,1.7325,7.5225,18.7674,6.6910,6.6990,6.7500,6.7520,6.8430,7.0630,7.1160
24/01/2020,7.3800,7.1850,7.0650,6.9550,6.6850,6.5800,6.5650,6.5750,6.6550,6.7750,7.2500,1.7500,1.6839,7.5202,18.7857,6.6580,6.7290,6.7020,6.7140,6.8330,7.0620,7.1040
27/01/2020,7.3800,7.1850,7.0600,6.9500,6.6700,6.5650,6.5500,6.5550,6.6350,6.7500,7.2500,1.7500,1.6080,7.5100,18.9119,6.6230,6.6430,6.6510,6.6770,6.7590,7.0460,7.0770
28/01/2020,7.3750,7.1850,7.0550,6.9300,6.6450,6.5400,6.5200,6.5250,6.6000,6.7100,7.2500,1.7500,1.6562,7.5065,18.7225,6.6030,6.6880,6.6310,6.6500,6.7560,7.0390,7.0640
29/01/2020,7.3600,7.1700,7.0350,6.9000,6.6000,6.4850,6.4600,6.4600,6.5300,6.6350,7.2500,1.7500,1.5839,7.5025,18.7029,6.5510,6.6460,6.5750,6.5710,6.6550,6.9730,7.0000
30/01/2020,7.3450,7.1700,7.0400,6.9050,6.6050,6.4900,6.4650,6.4650,6.5350,6.6400,7.2500,1.7500,1.5856,7.5002,18.7796,6.5500,6.6500,6.5640,6.5690,6.6890,6.9440,6.9820
31/01/2020,7.3025,7.1400,7.0150,6.8850,6.5800,6.4650,6.4350,6.4350,6.5050,6.6100,7.2500,1.7500,1.5068,7.4951,18.8447,6.5390,6.6390,6.5560,6.5500,6.6300,6.9140,6.9490
03/02/2020,7.3050,7.1400,7.0150,6.8850,6.5800,6.4650,6.4350,6.4350,6.5050,6.6100,7.2500,1.7500,1.5272,7.4951,18.8169,6.5390,6.6390,6.5560,6.5500,6.6300,6.9140,6.9490
04/02/2020,7.3100,7.1650,7.0450,6.9100,6.6150,6.5050,6.4850,6.4850,6.5600,6.6700,7.2500,1.7500,1.5991,7.4937,18.6689,6.5650,6.6710,6.5730,6.5980,6.6750,6.9290,6.9830
05/02/2020,7.2950,7.1350,7.0150,6.8750,6.5800,6.4850,6.4650,6.4700,6.5550,6.6700,7.2500,1.7500,1.6508,7.4925,18.5980,6.5390,6.6450,6.5720,6.5780,6.6800,6.9350,6.9890
